YEAR,MO,DY,HR,irr
2017,5,26,5,0.97
2017,5,26,6,5.53
2017,5,26,7,9.77
2017,5,26,8,11.53
2017,5,26,9,15.13
2017,5,26,10,27.02
2017,5,26,11,36.16
2017,5,26,12,36.41
2017,5,26,13,40.27
2017,5,26,14,33.08
2017,5,26,15,23.29
2017,5,26,16,13.79
2017,5,26,17,4.46
2017,5,26,18,0.19
2017,5,26,19,0
2017,5,26,20,0
2017,5,26,21,0
2017,5,26,22,0
2017,5,26,23,0
2017,5,27,0,0
2017,5,27,1,0
2017,5,27,2,0
2017,5,27,3,0
2017,5,27,4,0.15
2017,5,27,5,1.94
2017,5,27,6,8.49
2017,5,27,7,16.13
2017,5,27,8,27.05
2017,5,27,9,34.02
2017,5,27,10,45.2
2017,5,27,11,44.09
2017,5,27,12,48.38
2017,5,27,13,40.92
2017,5,27,14,35.93
2017,5,27,15,24.14
2017,5,27,16,12.85
2017,5,27,17,4.47
2017,5,27,18,0.15
2017,5,27,19,0
2017,5,27,20,0
2017,5,27,21,0
2017,5,27,22,0
2017,5,27,23,0
2017,5,28,0,0
2017,5,28,1,0
2017,5,28,2,0
2017,5,28,3,0
2017,5,28,4,0.17
2017,5,28,5,3.85
2017,5,28,6,11.98
2017,5,28,7,21.66
2017,5,28,8,31.19
2017,5,28,9,37.41
2017,5,28,10,41.16
2017,5,28,11,34.77
2017,5,28,12,27.88
2017,5,28,13,34.37
2017,5,28,14,22.5
2017,5,28,15,6.12
2017,5,28,16,4.2
2017,5,28,17,2.3
2017,5,28,18,0.03
2017,5,28,19,0
2017,5,28,20,0
2017,5,28,21,0
2017,5,28,22,0
2017,5,28,23,0
2017,5,29,0,0
2017,5,29,1,0
2017,5,29,2,0
2017,5,29,3,0
2017,5,29,4,0.04
2017,5,29,5,1.96
2017,5,29,6,8.22
2017,5,29,7,14.69
2017,5,29,8,20.87
2017,5,29,9,29.95
2017,5,29,10,45.17
2017,5,29,11,57.7
2017,5,29,12,56.27
2017,5,29,13,50.34
2017,5,29,14,41.28
2017,5,29,15,28.64
2017,5,29,16,16.14
2017,5,29,17,5.14
2017,5,29,18,0.26
2017,5,29,19,0
2017,5,29,20,0
2017,5,29,21,0
2017,5,29,22,0
2017,5,29,23,0
2017,5,30,0,0
2017,5,30,1,0
2017,5,30,2,0
2017,5,30,3,0
2017,5,30,4,0.21
2017,5,30,5,4.75
2017,5,30,6,15.11
2017,5,30,7,27.16
2017,5,30,8,38.66
2017,5,30,9,46.95
2017,5,30,10,51.23
2017,5,30,11,45.95
2017,5,30,12,41.36
2017,5,30,13,14.86
2017,5,30,14,7.54
2017,5,30,15,6.9
2017,5,30,16,7.31
2017,5,30,17,2.85
2017,5,30,18,0.22
2017,5,30,19,0
2017,5,30,20,0
2017,5,30,21,0
2017,5,30,22,0
2017,5,30,23,0
2017,5,31,0,0
2017,5,31,1,0
2017,5,31,2,0
2017,5,31,3,0
2017,5,31,4,0.14
2017,5,31,5,2.35
2017,5,31,6,7.9
2017,5,31,7,13.29
2017,5,31,8,24.59
2017,5,31,9,29.43
2017,5,31,10,35.05
2017,5,31,11,26.53
2017,5,31,12,10.56
2017,5,31,13,26.39
2017,5,31,14,27.21
2017,5,31,15,9.43
2017,5,31,16,4.64
2017,5,31,17,3.76
2017,5,31,18,0.25
2017,5,31,19,0
2017,5,31,20,0
2017,5,31,21,0
2017,5,31,22,0
2017,5,31,23,0
2017,6,1,0,0
2017,6,1,1,0
2017,6,1,2,0
2017,6,1,3,0
2017,6,1,4,0.23
2017,6,1,5,2.38
2017,6,1,6,6.78
2017,6,1,7,14.45
2017,6,1,8,22.92
2017,6,1,9,34.86
2017,6,1,10,42.7
2017,6,1,11,53.8
2017,6,1,12,53.17
2017,6,1,13,45.66
2017,6,1,14,39.02
2017,6,1,15,27.88
2017,6,1,16,15.57
2017,6,1,17,5.66
2017,6,1,18,0.3
2017,6,1,19,0
2017,6,1,20,0
2017,6,1,21,0
2017,6,1,22,0
2017,6,1,23,0
2017,6,2,0,0
2017,6,2,1,0
2017,6,2,2,0
2017,6,2,3,0
2017,6,2,4,0.16
2017,6,2,5,3.51
2017,6,2,6,9.22
2017,6,2,7,14.57
2017,6,2,8,24.13
2017,6,2,9,32.41
2017,6,2,10,27.18
2017,6,2,11,35.94
2017,6,2,12,45.09
2017,6,2,13,46.23
2017,6,2,14,35.98
2017,6,2,15,25.16
2017,6,2,16,13.56
2017,6,2,17,5.15
2017,6,2,18,0.32
2017,6,2,19,0
2017,6,2,20,0
2017,6,2,21,0
2017,6,2,22,0
2017,6,2,23,0
2017,6,3,0,0
2017,6,3,1,0
2017,6,3,2,0
2017,6,3,3,0
2017,6,3,4,0.18
2017,6,3,5,3.87
2017,6,3,6,11.38
2017,6,3,7,18.51
2017,6,3,8,30.03
2017,6,3,9,39.28
2017,6,3,10,47.17
2017,6,3,11,43.21
2017,6,3,12,38.76
2017,6,3,13,33.24
2017,6,3,14,26.07
2017,6,3,15,19.36
2017,6,3,16,11.22
2017,6,3,17,3.66
2017,6,3,18,0.31
2017,6,3,19,0
2017,6,3,20,0
2017,6,3,21,0
2017,6,3,22,0
2017,6,3,23,0
2017,6,4,0,0
2017,6,4,1,0
2017,6,4,2,0
2017,6,4,3,0
2017,6,4,4,0.22
2017,6,4,5,3.3
2017,6,4,6,10.45
2017,6,4,7,20.3
2017,6,4,8,33.79
2017,6,4,9,47.52
2017,6,4,10,51.3
2017,6,4,11,56.35
2017,6,4,12,50.74
2017,6,4,13,37.18
2017,6,4,14,30.09
2017,6,4,15,24.62
2017,6,4,16,14.84
2017,6,4,17,4.84
2017,6,4,18,0.34
2017,6,4,19,0
2017,6,4,20,0
2017,6,4,21,0
2017,6,4,22,0
2017,6,4,23,0
2017,6,5,0,0
2017,6,5,1,0
2017,6,5,2,0
2017,6,5,3,0
2017,6,5,4,0.23
2017,6,5,5,5.03
2017,6,5,6,15.34
2017,6,5,7,27.9
2017,6,5,8,40.45
2017,6,5,9,48.27
2017,6,5,10,52.84
2017,6,5,11,53.79
2017,6,5,12,46.02
2017,6,5,13,43.93
2017,6,5,14,34.13
2017,6,5,15,20.39
2017,6,5,16,6.34
2017,6,5,17,3.8
2017,6,5,18,0.26
2017,6,5,19,0
2017,6,5,20,0
2017,6,5,21,0
2017,6,5,22,0
2017,6,5,23,0
2017,6,6,0,0
2017,6,6,1,0
2017,6,6,2,0
2017,6,6,3,0
2017,6,6,4,0.23
2017,6,6,5,4.95
2017,6,6,6,14.91
2017,6,6,7,27.62
2017,6,6,8,38.15
2017,6,6,9,47.21
2017,6,6,10,53.66
2017,6,6,11,56.41
2017,6,6,12,51.34
2017,6,6,13,49.27
2017,6,6,14,42.2
2017,6,6,15,30.51
2017,6,6,16,17.4
2017,6,6,17,6.27
2017,6,6,18,0.4
2017,6,6,19,0
2017,6,6,20,0
2017,6,6,21,0
2017,6,6,22,0
2017,6,6,23,0
2017,6,7,0,0
2017,6,7,1,0
2017,6,7,2,0
2017,6,7,3,0
2017,6,7,4,0.25
2017,6,7,5,5.51
2017,6,7,6,16.7
2017,6,7,7,30.34
2017,6,7,8,43.02
2017,6,7,9,53.29
2017,6,7,10,58.35
2017,6,7,11,56.8
2017,6,7,12,52.36
2017,6,7,13,50.2
2017,6,7,14,41.39
2017,6,7,15,29.99
2017,6,7,16,17.3
2017,6,7,17,5.74
2017,6,7,18,0.41
2017,6,7,19,0
2017,6,7,20,0
2017,6,7,21,0
2017,6,7,22,0
2017,6,7,23,0
2017,6,8,0,0
2017,6,8,1,0
2017,6,8,2,0
2017,6,8,3,0
2017,6,8,4,0.24
2017,6,8,5,5.36
2017,6,8,6,16.18
2017,6,8,7,29.7
2017,6,8,8,42.48
2017,6,8,9,52.76
2017,6,8,10,57.8
2017,6,8,11,56.52
2017,6,8,12,51.12
2017,6,8,13,48.3
2017,6,8,14,36.56
2017,6,8,15,26.3
2017,6,8,16,16.16
2017,6,8,17,5.41
2017,6,8,18,0.41
2017,6,8,19,0
2017,6,8,20,0
2017,6,8,21,0
2017,6,8,22,0
2017,6,8,23,0
2017,6,9,0,0
2017,6,9,1,0
2017,6,9,2,0
2017,6,9,3,0
2017,6,9,4,0.2
2017,6,9,5,3.81
2017,6,9,6,11.59
2017,6,9,7,21.16
2017,6,9,8,33.2
2017,6,9,9,45.84
2017,6,9,10,51.09
2017,6,9,11,55.34
2017,6,9,12,51.27
2017,6,9,13,44.48
2017,6,9,14,34.99
2017,6,9,15,26.26
2017,6,9,16,14.89
2017,6,9,17,5.35
2017,6,9,18,0.38
2017,6,9,19,0
2017,6,9,20,0
2017,6,9,21,0
2017,6,9,22,0
2017,6,9,23,0
2017,6,10,0,0
2017,6,10,1,0
2017,6,10,2,0
2017,6,10,3,0
2017,6,10,4,0.24
2017,6,10,5,5.03
2017,6,10,6,14.65
2017,6,10,7,25.52
2017,6,10,8,32.03
2017,6,10,9,39.27
2017,6,10,10,45.34
2017,6,10,11,50.02
2017,6,10,12,55.55
2017,6,10,13,48.92
2017,6,10,14,41.22
2017,6,10,15,29.12
2017,6,10,16,16.86
2017,6,10,17,6.12
2017,6,10,18,0.44
2017,6,10,19,0
2017,6,10,20,0
2017,6,10,21,0
2017,6,10,22,0
2017,6,10,23,0
2017,6,11,0,0
2017,6,11,1,0
2017,6,11,2,0
2017,6,11,3,0
2017,6,11,4,0.23
2017,6,11,5,4.63
2017,6,11,6,13.99
2017,6,11,7,27.71
2017,6,11,8,39.59
2017,6,11,9,49.43
2017,6,11,10,57.12
2017,6,11,11,62.67
2017,6,11,12,60
2017,6,11,13,53.01
2017,6,11,14,43.33
2017,6,11,15,31.2
2017,6,11,16,17.93
2017,6,11,17,6.62
2017,6,11,18,0.47
2017,6,11,19,0
2017,6,11,20,0
2017,6,11,21,0
2017,6,11,22,0
2017,6,11,23,0
2017,6,12,0,0
2017,6,12,1,0
2017,6,12,2,0
2017,6,12,3,0
2017,6,12,4,0.25
2017,6,12,5,4.91
2017,6,12,6,14.29
2017,6,12,7,23.56
2017,6,12,8,40.23
2017,6,12,9,50.99
2017,6,12,10,59.88
2017,6,12,11,62.21
2017,6,12,12,60.34
2017,6,12,13,52.52
2017,6,12,14,44.04
2017,6,12,15,31.95
2017,6,12,16,18.45
2017,6,12,17,6.76
2017,6,12,18,0.48
2017,6,12,19,0
2017,6,12,20,0
2017,6,12,21,0
2017,6,12,22,0
2017,6,12,23,0
2017,6,13,0,0
2017,6,13,1,0
2017,6,13,2,0
2017,6,13,3,0
2017,6,13,4,0.21
2017,6,13,5,4.33
2017,6,13,6,12.81
2017,6,13,7,25.21
2017,6,13,8,39.38
2017,6,13,9,49.81
2017,6,13,10,56.7
2017,6,13,11,58.8
2017,6,13,12,55.53
2017,6,13,13,49.74
2017,6,13,14,40.09
2017,6,13,15,29.2
2017,6,13,16,16.79
2017,6,13,17,6.55
2017,6,13,18,0.49
2017,6,13,19,0
2017,6,13,20,0
2017,6,13,21,0
2017,6,13,22,0
2017,6,13,23,0
2017,6,14,0,0
2017,6,14,1,0
2017,6,14,2,0
2017,6,14,3,0
2017,6,14,4,0.23
2017,6,14,5,3.61
2017,6,14,6,10.26
2017,6,14,7,17.62
2017,6,14,8,27.44
2017,6,14,9,38.38
2017,6,14,10,43.54
2017,6,14,11,45.48
2017,6,14,12,46.73
2017,6,14,13,38.21
2017,6,14,14,35.95
2017,6,14,15,27.23
2017,6,14,16,16.66
2017,6,14,17,6.31
2017,6,14,18,0.48
2017,6,14,19,0
2017,6,14,20,0
2017,6,14,21,0
2017,6,14,22,0
2017,6,14,23,0
2017,6,15,0,0
2017,6,15,1,0
2017,6,15,2,0
2017,6,15,3,0
2017,6,15,4,0.23
2017,6,15,5,4.73
2017,6,15,6,14.16
2017,6,15,7,27.41
2017,6,15,8,40.99
2017,6,15,9,51.92
2017,6,15,10,58.55
2017,6,15,11,62.57
2017,6,15,12,60.62
2017,6,15,13,54.31
2017,6,15,14,44.48
2017,6,15,15,32.03
2017,6,15,16,18.39
2017,6,15,17,6.79
2017,6,15,18,0.52
2017,6,15,19,0
2017,6,15,20,0
2017,6,15,21,0
2017,6,15,22,0
2017,6,15,23,0
2017,6,16,0,0
2017,6,16,1,0
2017,6,16,2,0
2017,6,16,3,0
2017,6,16,4,0.21
2017,6,16,5,4.42
2017,6,16,6,13.48
2017,6,16,7,24.51
2017,6,16,8,34.4
2017,6,16,9,46.27
2017,6,16,10,57.05
2017,6,16,11,60.7
2017,6,16,12,60.97
2017,6,16,13,54.84
2017,6,16,14,44.98
2017,6,16,15,32.48
2017,6,16,16,18.78
2017,6,16,17,6.96
2017,6,16,18,0.53
2017,6,16,19,0
2017,6,16,20,0
2017,6,16,21,0
2017,6,16,22,0
2017,6,16,23,0
2017,6,17,0,0
2017,6,17,1,0
2017,6,17,2,0
2017,6,17,3,0
2017,6,17,4,0.22
2017,6,17,5,5.18
2017,6,17,6,15.34
2017,6,17,7,28.73
2017,6,17,8,42.47
2017,6,17,9,53.73
2017,6,17,10,60.48
2017,6,17,11,61.91
2017,6,17,12,59.75
2017,6,17,13,50.88
2017,6,17,14,42.73
2017,6,17,15,30.44
2017,6,17,16,17.23
2017,6,17,17,6.4
2017,6,17,18,0.55
2017,6,17,19,0
2017,6,17,20,0
2017,6,17,21,0
2017,6,17,22,0
2017,6,17,23,0
2017,6,18,0,0
2017,6,18,1,0
2017,6,18,2,0
2017,6,18,3,0
2017,6,18,4,0.22
2017,6,18,5,4.82
2017,6,18,6,15.19
2017,6,18,7,28.18
2017,6,18,8,40.7
2017,6,18,9,51.12
2017,6,18,10,58.87
2017,6,18,11,60.22
2017,6,18,12,57.48
2017,6,18,13,49.42
2017,6,18,14,40.44
2017,6,18,15,28.98
2017,6,18,16,16.82
2017,6,18,17,6.45
2017,6,18,18,0.45
2017,6,18,19,0
2017,6,18,20,0
2017,6,18,21,0
2017,6,18,22,0
2017,6,18,23,0
2017,6,19,0,0
2017,6,19,1,0
2017,6,19,2,0
2017,6,19,3,0
2017,6,19,4,0.21
2017,6,19,5,4.37
2017,6,19,6,13.16
2017,6,19,7,23.95
2017,6,19,8,31.2
2017,6,19,9,37.43
2017,6,19,10,40.84
2017,6,19,11,35.24
2017,6,19,12,27.27
2017,6,19,13,28.77
2017,6,19,14,30.01
2017,6,19,15,27.41
2017,6,19,16,15.59
2017,6,19,17,6.09
2017,6,19,18,0.51
2017,6,19,19,0
2017,6,19,20,0
2017,6,19,21,0
2017,6,19,22,0
2017,6,19,23,0
2017,6,20,0,0
2017,6,20,1,0
2017,6,20,2,0
2017,6,20,3,0
2017,6,20,4,0.2
2017,6,20,5,4.73
2017,6,20,6,14.49
2017,6,20,7,26.66
2017,6,20,8,34.23
2017,6,20,9,41.25
2017,6,20,10,45.91
2017,6,20,11,51.72
2017,6,20,12,52.54
2017,6,20,13,49.05
2017,6,20,14,40.88
2017,6,20,15,30.23
2017,6,20,16,17.63
2017,6,20,17,6.78
2017,6,20,18,0.55
2017,6,20,19,0
2017,6,20,20,0
2017,6,20,21,0
2017,6,20,22,0
2017,6,20,23,0
2017,6,21,0,0
2017,6,21,1,0
2017,6,21,2,0
2017,6,21,3,0
2017,6,21,4,0.22
2017,6,21,5,5.33
2017,6,21,6,16.59
2017,6,21,7,30.08
2017,6,21,8,43.06
2017,6,21,9,53.68
2017,6,21,10,59.8
2017,6,21,11,62.44
2017,6,21,12,60.83
2017,6,21,13,55.05
2017,6,21,14,45.16
2017,6,21,15,32.17
2017,6,21,16,18.12
2017,6,21,17,6.76
2017,6,21,18,0.51
2017,6,21,19,0
2017,6,21,20,0
2017,6,21,21,0
2017,6,21,22,0
2017,6,21,23,0
2017,6,22,0,0
2017,6,22,1,0
2017,6,22,2,0
2017,6,22,3,0
2017,6,22,4,0.2
2017,6,22,5,4.09
2017,6,22,6,12.37
2017,6,22,7,23.01
2017,6,22,8,36.63
2017,6,22,9,50.88
2017,6,22,10,58.55
2017,6,22,11,61.86
2017,6,22,12,59.59
2017,6,22,13,54.99
2017,6,22,14,44.02
2017,6,22,15,31.88
2017,6,22,16,18.61
2017,6,22,17,7.04
2017,6,22,18,0.6
2017,6,22,19,0
2017,6,22,20,0
2017,6,22,21,0
2017,6,22,22,0
2017,6,22,23,0
2017,6,23,0,0
2017,6,23,1,0
2017,6,23,2,0
2017,6,23,3,0
2017,6,23,4,0.2
2017,6,23,5,4.81
2017,6,23,6,15.28
2017,6,23,7,28.81
2017,6,23,8,41.8
2017,6,23,9,52.36
2017,6,23,10,57.68
2017,6,23,11,59.36
2017,6,23,12,55.94
2017,6,23,13,50.53
2017,6,23,14,41.81
2017,6,23,15,29.45
2017,6,23,16,16.51
2017,6,23,17,5.72
2017,6,23,18,0.53
2017,6,23,19,0
2017,6,23,20,0
2017,6,23,21,0
2017,6,23,22,0
2017,6,23,23,0
2017,6,24,0,0
2017,6,24,1,0
2017,6,24,2,0
2017,6,24,3,0
2017,6,24,4,0.17
2017,6,24,5,3.79
2017,6,24,6,8.66
2017,6,24,7,15.89
2017,6,24,8,19.88
2017,6,24,9,19.91
2017,6,24,10,22.48
2017,6,24,11,12.63
2017,6,24,12,19.82
2017,6,24,13,28.79
2017,6,24,14,29.16
2017,6,24,15,22.96
2017,6,24,16,13.52
2017,6,24,17,5.03
2017,6,24,18,0.55
2017,6,24,19,0
2017,6,24,20,0
2017,6,24,21,0
2017,6,24,22,0
2017,6,24,23,0
2017,6,25,0,0
2017,6,25,1,0
2017,6,25,2,0
2017,6,25,3,0
2017,6,25,4,0.2
2017,6,25,5,4.19
2017,6,25,6,11.69
2017,6,25,7,20.26
2017,6,25,8,30.88
2017,6,25,9,38.41
2017,6,25,10,45.06
2017,6,25,11,38.73
2017,6,25,12,41.86
2017,6,25,13,33.95
2017,6,25,14,30.41
2017,6,25,15,22.3
2017,6,25,16,14.27
2017,6,25,17,5.92
2017,6,25,18,0.58
2017,6,25,19,0
2017,6,25,20,0
2017,6,25,21,0
2017,6,25,22,0
2017,6,25,23,0
2017,6,26,0,0
2017,6,26,1,0
2017,6,26,2,0
2017,6,26,3,0
2017,6,26,4,0.2
2017,6,26,5,3.98
2017,6,26,6,11.52
2017,6,26,7,20.26
2017,6,26,8,32.39
2017,6,26,9,43.28
2017,6,26,10,42.21
2017,6,26,11,46.62
2017,6,26,12,45.09
2017,6,26,13,37.65
2017,6,26,14,30.37
2017,6,26,15,19.91
2017,6,26,16,12.3
2017,6,26,17,3.94
2017,6,26,18,0.37
2017,6,26,19,0
2017,6,26,20,0
2017,6,26,21,0
2017,6,26,22,0
2017,6,26,23,0
2017,6,27,0,0
2017,6,27,1,0
2017,6,27,2,0
2017,6,27,3,0
2017,6,27,4,0.16
2017,6,27,5,2.84
2017,6,27,6,8.52
2017,6,27,7,17.39
2017,6,27,8,26.27
2017,6,27,9,36.28
2017,6,27,10,46.96
2017,6,27,11,44.88
2017,6,27,12,42.96
2017,6,27,13,36.45
2017,6,27,14,27.48
2017,6,27,15,21
2017,6,27,16,11.42
2017,6,27,17,4.28
2017,6,27,18,0.6
2017,6,27,19,0
2017,6,27,20,0
2017,6,27,21,0
2017,6,27,22,0
2017,6,27,23,0
2017,6,28,0,0
2017,6,28,1,0
2017,6,28,2,0
2017,6,28,3,0
2017,6,28,4,0.17
2017,6,28,5,4.12
2017,6,28,6,9.52
2017,6,28,7,19.26
2017,6,28,8,31.76
2017,6,28,9,43.13
2017,6,28,10,47.64
2017,6,28,11,47.54
2017,6,28,12,50.28
2017,6,28,13,42.39
2017,6,28,14,39.89
2017,6,28,15,29.92
2017,6,28,16,17.53
2017,6,28,17,6.79
2017,6,28,18,0.59
2017,6,28,19,0
2017,6,28,20,0
2017,6,28,21,0
2017,6,28,22,0
2017,6,28,23,0
2017,6,29,0,0
2017,6,29,1,0
2017,6,29,2,0
2017,6,29,3,0
2017,6,29,4,0
2017,6,29,5,4.86
2017,6,29,6,11.81
2017,6,29,7,22.56
2017,6,29,8,37.62
2017,6,29,9,50.35
2017,6,29,10,56.77
2017,6,29,11,61.86
2017,6,29,12,58.96
2017,6,29,13,53.69
2017,6,29,14,43.77
2017,6,29,15,32.42
2017,6,29,16,19.1
2017,6,29,17,7.29
2017,6,29,18,0.62
2017,6,29,19,0
2017,6,29,20,0
2017,6,29,21,0
2017,6,29,22,0
2017,6,29,23,0
2017,6,30,0,0
2017,6,30,1,0
2017,6,30,2,0
2017,6,30,3,0
2017,6,30,4,0
2017,6,30,5,4.19
2017,6,30,6,10.2
2017,6,30,7,19.59
2017,6,30,8,29.14
2017,6,30,9,38.49
2017,6,30,10,50.88
2017,6,30,11,55.56
2017,6,30,12,52.2
2017,6,30,13,49.11
2017,6,30,14,39.88
2017,6,30,15,29.63
2017,6,30,16,17.31
2017,6,30,17,6.78
2017,6,30,18,0.59
2017,6,30,19,0
2017,6,30,20,0
2017,6,30,21,0
2017,6,30,22,0
2017,6,30,23,0
2017,7,1,0,0
2017,7,1,1,0
2017,7,1,2,0
2017,7,1,3,0
2017,7,1,4,0
2017,7,1,5,3.38
2017,7,1,6,8.63
2017,7,1,7,17.46
2017,7,1,8,34.37
2017,7,1,9,45.66
2017,7,1,10,53.46
2017,7,1,11,58.16
2017,7,1,12,56.34
2017,7,1,13,51.08
2017,7,1,14,41.51
2017,7,1,15,30.23
2017,7,1,16,17.47
2017,7,1,17,6.83
2017,7,1,18,0.59
2017,7,1,19,0
2017,7,1,20,0
2017,7,1,21,0
2017,7,1,22,0
2017,7,1,23,0
2017,7,2,0,0
2017,7,2,1,0
2017,7,2,2,0
2017,7,2,3,0
2017,7,2,4,0
2017,7,2,5,4.32
2017,7,2,6,12.98
2017,7,2,7,26.45
2017,7,2,8,35.45
2017,7,2,9,44.58
2017,7,2,10,51.47
2017,7,2,11,54.91
2017,7,2,12,56.81
2017,7,2,13,52.45
2017,7,2,14,43.69
2017,7,2,15,31.55
2017,7,2,16,18.77
2017,7,2,17,7.15
2017,7,2,18,0.62
2017,7,2,19,0
2017,7,2,20,0
2017,7,2,21,0
2017,7,2,22,0
2017,7,2,23,0
2017,7,3,0,0
2017,7,3,1,0
2017,7,3,2,0
2017,7,3,3,0
2017,7,3,4,0
2017,7,3,5,4.2
2017,7,3,6,12.05
2017,7,3,7,23.05
2017,7,3,8,37.56
2017,7,3,9,49.73
2017,7,3,10,53.97
2017,7,3,11,60.96
2017,7,3,12,57.98
2017,7,3,13,52.07
2017,7,3,14,42.53
2017,7,3,15,31.06
2017,7,3,16,18.62
2017,7,3,17,6.86
2017,7,3,18,0.6
2017,7,3,19,0
2017,7,3,20,0
2017,7,3,21,0
2017,7,3,22,0
2017,7,3,23,0
2017,7,4,0,0
2017,7,4,1,0
2017,7,4,2,0
2017,7,4,3,0
2017,7,4,4,0
2017,7,4,5,4.35
2017,7,4,6,11.16
2017,7,4,7,23.98
2017,7,4,8,40.09
2017,7,4,9,50.52
2017,7,4,10,58.25
2017,7,4,11,60.03
2017,7,4,12,60.06
2017,7,4,13,54.3
2017,7,4,14,44.62
2017,7,4,15,31.77
2017,7,4,16,19.18
2017,7,4,17,7.38
2017,7,4,18,0.62
2017,7,4,19,0
2017,7,4,20,0
2017,7,4,21,0
2017,7,4,22,0
2017,7,4,23,0
2017,7,5,0,0
2017,7,5,1,0
2017,7,5,2,0
2017,7,5,3,0
2017,7,5,4,0
2017,7,5,5,4.38
2017,7,5,6,14.38
2017,7,5,7,28.44
2017,7,5,8,41.43
2017,7,5,9,51.89
2017,7,5,10,59.32
2017,7,5,11,62.96
2017,7,5,12,61.36
2017,7,5,13,54.6
2017,7,5,14,45.78
2017,7,5,15,33.09
2017,7,5,16,19.36
2017,7,5,17,7.18
2017,7,5,18,0.62
2017,7,5,19,0
2017,7,5,20,0
2017,7,5,21,0
2017,7,5,22,0
2017,7,5,23,0
2017,7,6,0,0
2017,7,6,1,0
2017,7,6,2,0
2017,7,6,3,0
2017,7,6,4,0
2017,7,6,5,4.52
2017,7,6,6,13.68
2017,7,6,7,26.86
2017,7,6,8,36.72
2017,7,6,9,46.98
2017,7,6,10,54.66
2017,7,6,11,57.15
2017,7,6,12,56.12
2017,7,6,13,51.14
2017,7,6,14,39.66
2017,7,6,15,28.23
2017,7,6,16,16.6
2017,7,6,17,6.45
2017,7,6,18,0.59
2017,7,6,19,0
2017,7,6,20,0
2017,7,6,21,0
2017,7,6,22,0
2017,7,6,23,0
2017,7,7,0,0
2017,7,7,1,0
2017,7,7,2,0
2017,7,7,3,0
2017,7,7,4,0
2017,7,7,5,4.23
2017,7,7,6,13.64
2017,7,7,7,25.08
2017,7,7,8,37.05
2017,7,7,9,46.29
2017,7,7,10,54.69
2017,7,7,11,55.94
2017,7,7,12,50.53
2017,7,7,13,49.43
2017,7,7,14,40.07
2017,7,7,15,28.7
2017,7,7,16,16.55
2017,7,7,17,6.38
2017,7,7,18,0.57
2017,7,7,19,0
2017,7,7,20,0
2017,7,7,21,0
2017,7,7,22,0
2017,7,7,23,0
2017,7,8,0,0
2017,7,8,1,0
2017,7,8,2,0
2017,7,8,3,0
2017,7,8,4,0
2017,7,8,5,4.66
2017,7,8,6,14.95
2017,7,8,7,28.46
2017,7,8,8,41.59
2017,7,8,9,52.34
2017,7,8,10,59.38
2017,7,8,11,63.03
2017,7,8,12,61.07
2017,7,8,13,54.89
2017,7,8,14,43.83
2017,7,8,15,32.16
2017,7,8,16,19.34
2017,7,8,17,7.33
2017,7,8,18,0.61
2017,7,8,19,0
2017,7,8,20,0
2017,7,8,21,0
2017,7,8,22,0
2017,7,8,23,0
2017,7,9,0,0
2017,7,9,1,0
2017,7,9,2,0
2017,7,9,3,0
2017,7,9,4,0
2017,7,9,5,4.65
2017,7,9,6,15.12
2017,7,9,7,28.87
2017,7,9,8,41.85
2017,7,9,9,52.47
2017,7,9,10,59.66
2017,7,9,11,62.87
2017,7,9,12,59.47
2017,7,9,13,54.75
2017,7,9,14,45.05
2017,7,9,15,32.79
2017,7,9,16,19.56
2017,7,9,17,7.38
2017,7,9,18,0.6
2017,7,9,19,0
2017,7,9,20,0
2017,7,9,21,0
2017,7,9,22,0
2017,7,9,23,0
2017,7,10,0,0
2017,7,10,1,0
2017,7,10,2,0
2017,7,10,3,0
2017,7,10,4,0
2017,7,10,5,4.55
2017,7,10,6,14.91
2017,7,10,7,28.48
2017,7,10,8,41.5
2017,7,10,9,52.2
2017,7,10,10,59.34
2017,7,10,11,62.72
2017,7,10,12,60.11
2017,7,10,13,49.26
2017,7,10,14,43.46
2017,7,10,15,31.98
2017,7,10,16,18.84
2017,7,10,17,7.11
2017,7,10,18,0.57
2017,7,10,19,0
2017,7,10,20,0
2017,7,10,21,0
2017,7,10,22,0
2017,7,10,23,0
2017,7,11,0,0
2017,7,11,1,0
2017,7,11,2,0
2017,7,11,3,0
2017,7,11,4,0
2017,7,11,5,4.16
2017,7,11,6,13.88
2017,7,11,7,27.62
2017,7,11,8,40.88
2017,7,11,9,51.06
2017,7,11,10,58.43
2017,7,11,11,62.18
2017,7,11,12,59.84
2017,7,11,13,52.33
2017,7,11,14,40.57
2017,7,11,15,27.8
2017,7,11,16,15.05
2017,7,11,17,6.05
2017,7,11,18,0.54
2017,7,11,19,0
2017,7,11,20,0
2017,7,11,21,0
2017,7,11,22,0
2017,7,11,23,0
2017,7,12,0,0
2017,7,12,1,0
2017,7,12,2,0
2017,7,12,3,0
2017,7,12,4,0
2017,7,12,5,2.84
2017,7,12,6,9.2
2017,7,12,7,18.41
2017,7,12,8,31.24
2017,7,12,9,40.03
2017,7,12,10,46.69
2017,7,12,11,42.24
2017,7,12,12,31.8
2017,7,12,13,22.3
2017,7,12,14,16.72
2017,7,12,15,13.54
2017,7,12,16,10.05
2017,7,12,17,4.17
2017,7,12,18,0.52
2017,7,12,19,0
