YEAR,MO,DY,HR,irr
2017,2,18,13,38.26
2017,2,18,14,29.91
2017,2,18,15,17.9
2017,2,18,16,6.33
2017,2,18,17,0.29
2017,2,18,18,0
2017,2,18,19,0
2017,2,18,20,0
2017,2,18,21,0
2017,2,18,22,0
2017,2,18,23,0
2017,2,19,0,0
2017,2,19,1,0
2017,2,19,2,0
2017,2,19,3,0
2017,2,19,4,0
2017,2,19,5,0
2017,2,19,6,0.73
2017,2,19,7,4.2
2017,2,19,8,8.84
2017,2,19,9,12.41
2017,2,19,10,19.27
2017,2,19,11,26.19
2017,2,19,12,28.71
2017,2,19,13,24.92
2017,2,19,14,19.13
2017,2,19,15,11.87
2017,2,19,16,4.12
2017,2,19,17,0.27
2017,2,19,18,0
2017,2,19,19,0
2017,2,19,20,0
2017,2,19,21,0
2017,2,19,22,0
2017,2,19,23,0
2017,2,20,0,0
2017,2,20,1,0
2017,2,20,2,0
2017,2,20,3,0
2017,2,20,4,0
2017,2,20,5,0
2017,2,20,6,0.9
2017,2,20,7,2.94
2017,2,20,8,10.72
2017,2,20,9,19.88
2017,2,20,10,34.12
2017,2,20,11,37.94
2017,2,20,12,42.34
2017,2,20,13,38.62
2017,2,20,14,31.63
2017,2,20,15,18.75
2017,2,20,16,6.8
2017,2,20,17,0.34
2017,2,20,18,0
2017,2,20,19,0
2017,2,20,20,0
2017,2,20,21,0
2017,2,20,22,0
2017,2,20,23,0
2017,2,21,0,0
2017,2,21,1,0
2017,2,21,2,0
2017,2,21,3,0
2017,2,21,4,0
2017,2,21,5,0
2017,2,21,6,1.88
2017,2,21,7,11.99
2017,2,21,8,25.44
2017,2,21,9,37.35
2017,2,21,10,45.72
2017,2,21,11,49.47
2017,2,21,12,48.4
2017,2,21,13,31.92
2017,2,21,14,25.42
2017,2,21,15,16.56
2017,2,21,16,5.95
2017,2,21,17,0.01
2017,2,21,18,0
2017,2,21,19,0
2017,2,21,20,0
2017,2,21,21,0
2017,2,21,22,0
2017,2,21,23,0
2017,2,22,0,0
2017,2,22,1,0
2017,2,22,2,0
2017,2,22,3,0
2017,2,22,4,0
2017,2,22,5,0
2017,2,22,6,0.01
2017,2,22,7,10.67
2017,2,22,8,20.66
2017,2,22,9,37.34
2017,2,22,10,45.69
2017,2,22,11,49.65
2017,2,22,12,48.66
2017,2,22,13,42.85
2017,2,22,14,32.89
2017,2,22,15,19.95
2017,2,22,16,7.23
2017,2,22,17,0.41
2017,2,22,18,0
2017,2,22,19,0
2017,2,22,20,0
2017,2,22,21,0
2017,2,22,22,0
2017,2,22,23,0
2017,2,23,0,0
2017,2,23,1,0
2017,2,23,2,0
2017,2,23,3,0
2017,2,23,4,0
2017,2,23,5,0
2017,2,23,6,2.07
2017,2,23,7,12.22
2017,2,23,8,25.52
2017,2,23,9,37.32
2017,2,23,10,45.66
2017,2,23,11,49.73
2017,2,23,12,48.64
2017,2,23,13,42.84
2017,2,23,14,32.84
2017,2,23,15,19.92
2017,2,23,16,7.29
2017,2,23,17,0.42
2017,2,23,18,0
2017,2,23,19,0
2017,2,23,20,0
2017,2,23,21,0
2017,2,23,22,0
2017,2,23,23,0
2017,2,24,0,0
2017,2,24,1,0
2017,2,24,2,0
2017,2,24,3,0
2017,2,24,4,0
2017,2,24,5,0
2017,2,24,6,2.2
2017,2,24,7,12.64
2017,2,24,8,26.22
2017,2,24,9,38.2
2017,2,24,10,46.66
2017,2,24,11,50.59
2017,2,24,12,49.63
2017,2,24,13,43.77
2017,2,24,14,33.71
2017,2,24,15,20.63
2017,2,24,16,7.63
2017,2,24,17,0.46
2017,2,24,18,0
2017,2,24,19,0
2017,2,24,20,0
2017,2,24,21,0
2017,2,24,22,0
2017,2,24,23,0
2017,2,25,0,0
2017,2,25,1,0
2017,2,25,2,0
2017,2,25,3,0
2017,2,25,4,0
2017,2,25,5,0
2017,2,25,6,2.32
2017,2,25,7,12.81
2017,2,25,8,26.33
2017,2,25,9,38.16
2017,2,25,10,46.49
2017,2,25,11,49.78
2017,2,25,12,48.79
2017,2,25,13,41.74
2017,2,25,14,32.99
2017,2,25,15,20.17
2017,2,25,16,7.48
2017,2,25,17,0.47
2017,2,25,18,0
2017,2,25,19,0
2017,2,25,20,0
2017,2,25,21,0
2017,2,25,22,0
2017,2,25,23,0
2017,2,26,0,0
2017,2,26,1,0
2017,2,26,2,0
2017,2,26,3,0
2017,2,26,4,0
2017,2,26,5,0
2017,2,26,6,0.88
2017,2,26,7,4.86
2017,2,26,8,9.7
2017,2,26,9,12.23
2017,2,26,10,17.87
2017,2,26,11,19.34
2017,2,26,12,26.08
2017,2,26,13,29.5
2017,2,26,14,21.99
2017,2,26,15,13.53
2017,2,26,16,5.4
2017,2,26,17,0.44
2017,2,26,18,0
2017,2,26,19,0
2017,2,26,20,0
2017,2,26,21,0
2017,2,26,22,0
2017,2,26,23,0
2017,2,27,0,0
2017,2,27,1,0
2017,2,27,2,0
2017,2,27,3,0
2017,2,27,4,0
2017,2,27,5,0
2017,2,27,6,0.96
2017,2,27,7,5.03
2017,2,27,8,7.62
2017,2,27,9,16.27
2017,2,27,10,25.52
2017,2,27,11,31.01
2017,2,27,12,36.92
2017,2,27,13,33.19
2017,2,27,14,28.11
2017,2,27,15,16.98
2017,2,27,16,6.32
2017,2,27,17,0.5
2017,2,27,18,0
2017,2,27,19,0
2017,2,27,20,0
2017,2,27,21,0
2017,2,27,22,0
2017,2,27,23,0
2017,2,28,0,0
2017,2,28,1,0
2017,2,28,2,0
2017,2,28,3,0
2017,2,28,4,0
2017,2,28,5,0
2017,2,28,6,0.75
2017,2,28,7,3.55
2017,2,28,8,9.34
2017,2,28,9,14.65
2017,2,28,10,17.31
2017,2,28,11,21.52
2017,2,28,12,20.29
2017,2,28,13,21.48
2017,2,28,14,21.56
2017,2,28,15,12.09
2017,2,28,16,4.84
2017,2,28,17,0.43
2017,2,28,18,0
2017,2,28,19,0
2017,2,28,20,0
2017,2,28,21,0
2017,2,28,22,0
2017,2,28,23,0
2017,3,1,0,0
2017,3,1,1,0
2017,3,1,2,0
2017,3,1,3,0
2017,3,1,4,0
2017,3,1,5,0
2017,3,1,6,2.52
2017,3,1,7,11.47
2017,3,1,8,23.55
2017,3,1,9,34.96
2017,3,1,10,43.65
2017,3,1,11,47.44
2017,3,1,12,46.32
2017,3,1,13,39.77
2017,3,1,14,31.98
2017,3,1,15,18.83
2017,3,1,16,7.4
2017,3,1,17,0.52
2017,3,1,18,0
2017,3,1,19,0
2017,3,1,20,0
2017,3,1,21,0
2017,3,1,22,0
2017,3,1,23,0
2017,3,2,0,0
2017,3,2,1,0
2017,3,2,2,0
2017,3,2,3,0
2017,3,2,4,0
2017,3,2,5,0
2017,3,2,6,2.92
2017,3,2,7,13.17
2017,3,2,8,26.12
2017,3,2,9,38.47
2017,3,2,10,46.08
2017,3,2,11,48.28
2017,3,2,12,46.88
2017,3,2,13,38.61
2017,3,2,14,27.7
2017,3,2,15,16.88
2017,3,2,16,7.17
2017,3,2,17,0.52
2017,3,2,18,0
2017,3,2,19,0
2017,3,2,20,0
2017,3,2,21,0
2017,3,2,22,0
2017,3,2,23,0
2017,3,3,0,0
2017,3,3,1,0
2017,3,3,2,0
2017,3,3,3,0
2017,3,3,4,0
2017,3,3,5,0
2017,3,3,6,2.01
2017,3,3,7,7.4
2017,3,3,8,14.6
2017,3,3,9,21.73
2017,3,3,10,32.8
2017,3,3,11,35.47
2017,3,3,12,29.07
2017,3,3,13,31.4
2017,3,3,14,21.86
2017,3,3,15,12.66
2017,3,3,16,4.96
2017,3,3,17,0.41
2017,3,3,18,0
2017,3,3,19,0
2017,3,3,20,0
2017,3,3,21,0
2017,3,3,22,0
2017,3,3,23,0
2017,3,4,0,0
2017,3,4,1,0
2017,3,4,2,0
2017,3,4,3,0
2017,3,4,4,0
2017,3,4,5,0
2017,3,4,6,0.48
2017,3,4,7,3.36
2017,3,4,8,7.62
2017,3,4,9,10.3
2017,3,4,10,7.52
2017,3,4,11,6.84
2017,3,4,12,6.28
2017,3,4,13,6.62
2017,3,4,14,6.49
2017,3,4,15,5.12
2017,3,4,16,2.02
2017,3,4,17,0.3
2017,3,4,18,0
2017,3,4,19,0
2017,3,4,20,0
2017,3,4,21,0
2017,3,4,22,0
2017,3,4,23,0
2017,3,5,0,0
2017,3,5,1,0
2017,3,5,2,0
2017,3,5,3,0
2017,3,5,4,0
2017,3,5,5,0
2017,3,5,6,1.07
2017,3,5,7,6.41
2017,3,5,8,12.53
2017,3,5,9,16.78
2017,3,5,10,22.26
2017,3,5,11,23.73
2017,3,5,12,24.57
2017,3,5,13,20.74
2017,3,5,14,18.03
2017,3,5,15,12.19
2017,3,5,16,5.65
2017,3,5,17,0.68
2017,3,5,18,0
2017,3,5,19,0
2017,3,5,20,0
2017,3,5,21,0
2017,3,5,22,0
2017,3,5,23,0
2017,3,6,0,0
2017,3,6,1,0
2017,3,6,2,0
2017,3,6,3,0
2017,3,6,4,0
2017,3,6,5,0
2017,3,6,6,1.38
2017,3,6,7,6.56
2017,3,6,8,11.15
2017,3,6,9,17.27
2017,3,6,10,24.46
2017,3,6,11,36.99
2017,3,6,12,37.7
2017,3,6,13,31.21
2017,3,6,14,26.41
2017,3,6,15,15.89
2017,3,6,16,6.23
2017,3,6,17,0.62
2017,3,6,18,0
2017,3,6,19,0
2017,3,6,20,0
2017,3,6,21,0
2017,3,6,22,0
2017,3,6,23,0
2017,3,7,0,0
2017,3,7,1,0
2017,3,7,2,0
2017,3,7,3,0
2017,3,7,4,0
2017,3,7,5,0
2017,3,7,6,1.44
2017,3,7,7,4.12
2017,3,7,8,9.27
2017,3,7,9,15
2017,3,7,10,23.8
2017,3,7,11,21.46
2017,3,7,12,23.2
2017,3,7,13,18.72
2017,3,7,14,18.45
2017,3,7,15,10.98
2017,3,7,16,3.36
2017,3,7,17,0.47
2017,3,7,18,0
2017,3,7,19,0
2017,3,7,20,0
2017,3,7,21,0
2017,3,7,22,0
2017,3,7,23,0
2017,3,8,0,0
2017,3,8,1,0
2017,3,8,2,0
2017,3,8,3,0
2017,3,8,4,0
2017,3,8,5,0
2017,3,8,6,1.22
2017,3,8,7,5.09
2017,3,8,8,10.28
2017,3,8,9,21.68
2017,3,8,10,26.15
2017,3,8,11,27.83
2017,3,8,12,22.54
2017,3,8,13,18.91
2017,3,8,14,15.91
2017,3,8,15,9.52
2017,3,8,16,5.39
2017,3,8,17,0.52
2017,3,8,18,0
2017,3,8,19,0
2017,3,8,20,0
2017,3,8,21,0
2017,3,8,22,0
2017,3,8,23,0
2017,3,9,0,0
2017,3,9,1,0
2017,3,9,2,0
2017,3,9,3,0
2017,3,9,4,0
2017,3,9,5,0
2017,3,9,6,1.39
2017,3,9,7,6.3
2017,3,9,8,10.72
2017,3,9,9,20.65
2017,3,9,10,28.26
2017,3,9,11,29.91
2017,3,9,12,27.8
2017,3,9,13,27.77
2017,3,9,14,18.99
2017,3,9,15,8.5
2017,3,9,16,2.02
2017,3,9,17,0.23
2017,3,9,18,0
2017,3,9,19,0
2017,3,9,20,0
2017,3,9,21,0
2017,3,9,22,0
2017,3,9,23,0
2017,3,10,0,0
2017,3,10,1,0
2017,3,10,2,0
2017,3,10,3,0
2017,3,10,4,0
2017,3,10,5,0
2017,3,10,6,2.27
2017,3,10,7,9.48
2017,3,10,8,17.72
2017,3,10,9,25.37
2017,3,10,10,31.22
2017,3,10,11,37.12
2017,3,10,12,34.54
2017,3,10,13,23.29
2017,3,10,14,16.78
2017,3,10,15,10.77
2017,3,10,16,4.3
2017,3,10,17,0.44
2017,3,10,18,0
2017,3,10,19,0
2017,3,10,20,0
2017,3,10,21,0
2017,3,10,22,0
2017,3,10,23,0
2017,3,11,0,0
2017,3,11,1,0
2017,3,11,2,0
2017,3,11,3,0
2017,3,11,4,0
2017,3,11,5,0
2017,3,11,6,1.68
2017,3,11,7,6.72
2017,3,11,8,12.56
2017,3,11,9,17.43
2017,3,11,10,20.7
2017,3,11,11,21.73
2017,3,11,12,26.58
2017,3,11,13,22.84
2017,3,11,14,20.99
2017,3,11,15,11.91
2017,3,11,16,6.4
2017,3,11,17,0.75
2017,3,11,18,0
2017,3,11,19,0
2017,3,11,20,0
2017,3,11,21,0
2017,3,11,22,0
2017,3,11,23,0
2017,3,12,0,0
2017,3,12,1,0
2017,3,12,2,0
2017,3,12,3,0
2017,3,12,4,0
2017,3,12,5,0
2017,3,12,6,1.38
2017,3,12,7,6.27
2017,3,12,8,13.08
2017,3,12,9,16.23
2017,3,12,10,23.45
2017,3,12,11,29.71
2017,3,12,12,32.86
2017,3,12,13,29.15
2017,3,12,14,23.23
2017,3,12,15,13.8
2017,3,12,16,5.22
2017,3,12,17,0.66
2017,3,12,18,0
2017,3,12,19,0
2017,3,12,20,0
2017,3,12,21,0
2017,3,12,22,0
2017,3,12,23,0
2017,3,13,0,0
2017,3,13,1,0
2017,3,13,2,0
2017,3,13,3,0
2017,3,13,4,0
2017,3,13,5,0
2017,3,13,6,1.6
2017,3,13,7,6.33
2017,3,13,8,13.66
2017,3,13,9,17.77
2017,3,13,10,25.64
2017,3,13,11,38.59
2017,3,13,12,47.83
2017,3,13,13,44.71
2017,3,13,14,35.17
2017,3,13,15,22.38
2017,3,13,16,9.34
2017,3,13,17,0.95
2017,3,13,18,0
2017,3,13,19,0
2017,3,13,20,0
2017,3,13,21,0
2017,3,13,22,0
2017,3,13,23,0
2017,3,14,0,0
2017,3,14,1,0
2017,3,14,2,0
2017,3,14,3,0
2017,3,14,4,0
2017,3,14,5,0
2017,3,14,6,4.94
2017,3,14,7,16.54
2017,3,14,8,30.16
2017,3,14,9,41.79
2017,3,14,10,49.75
2017,3,14,11,54.99
2017,3,14,12,53.59
2017,3,14,13,47.32
2017,3,14,14,36.89
2017,3,14,15,23.49
2017,3,14,16,9.78
2017,3,14,17,1
2017,3,14,18,0
2017,3,14,19,0
2017,3,14,20,0
2017,3,14,21,0
2017,3,14,22,0
2017,3,14,23,0
2017,3,15,0,0
2017,3,15,1,0
2017,3,15,2,0
2017,3,15,3,0
2017,3,15,4,0
2017,3,15,5,0
2017,3,15,6,4.84
2017,3,15,7,14.73
2017,3,15,8,26.12
2017,3,15,9,34.14
2017,3,15,10,38.13
2017,3,15,11,35.22
2017,3,15,12,32.24
2017,3,15,13,31.08
2017,3,15,14,23.47
2017,3,15,15,14.57
2017,3,15,16,6.11
2017,3,15,17,0.81
2017,3,15,18,0
2017,3,15,19,0
2017,3,15,20,0
2017,3,15,21,0
2017,3,15,22,0
2017,3,15,23,0
2017,3,16,0,0
2017,3,16,1,0
2017,3,16,2,0
2017,3,16,3,0
2017,3,16,4,0
2017,3,16,5,0
2017,3,16,6,2.28
2017,3,16,7,8.14
2017,3,16,8,14.3
2017,3,16,9,16.91
2017,3,16,10,23.01
2017,3,16,11,35.2
2017,3,16,12,40.09
2017,3,16,13,36.62
2017,3,16,14,30.59
2017,3,16,15,19.41
2017,3,16,16,8.41
2017,3,16,17,1.07
2017,3,16,18,0
2017,3,16,19,0
2017,3,16,20,0
2017,3,16,21,0
2017,3,16,22,0
2017,3,16,23,0
2017,3,17,0,0
2017,3,17,1,0
2017,3,17,2,0
2017,3,17,3,0
2017,3,17,4,0
2017,3,17,5,0
2017,3,17,6,2.89
2017,3,17,7,9.1
2017,3,17,8,16.43
2017,3,17,9,28.2
2017,3,17,10,43.41
2017,3,17,11,46.88
2017,3,17,12,42.09
2017,3,17,13,43.49
2017,3,17,14,33.62
2017,3,17,15,21.21
2017,3,17,16,9.27
2017,3,17,17,1.06
2017,3,17,18,0
2017,3,17,19,0
2017,3,17,20,0
2017,3,17,21,0
2017,3,17,22,0
2017,3,17,23,0
2017,3,18,0,0
2017,3,18,1,0
2017,3,18,2,0
2017,3,18,3,0
2017,3,18,4,0
2017,3,18,5,0
2017,3,18,6,3.17
2017,3,18,7,8.2
2017,3,18,8,12.75
2017,3,18,9,16.8
2017,3,18,10,22.08
2017,3,18,11,31.43
2017,3,18,12,37.66
2017,3,18,13,30.2
2017,3,18,14,32.33
2017,3,18,15,20.49
2017,3,18,16,9.06
2017,3,18,17,1.09
2017,3,18,18,0
2017,3,18,19,0
2017,3,18,20,0
2017,3,18,21,0
2017,3,18,22,0
2017,3,18,23,0
2017,3,19,0,0
2017,3,19,1,0
2017,3,19,2,0
2017,3,19,3,0
2017,3,19,4,0
2017,3,19,5,0
2017,3,19,6,4.98
2017,3,19,7,14.36
2017,3,19,8,25.64
2017,3,19,9,36.45
2017,3,19,10,50.91
2017,3,19,11,52.41
2017,3,19,12,51.37
2017,3,19,13,46.73
2017,3,19,14,36.2
2017,3,19,15,22.86
2017,3,19,16,9.78
2017,3,19,17,1.18
2017,3,19,18,0
2017,3,19,19,0
2017,3,19,20,0
2017,3,19,21,0
2017,3,19,22,0
2017,3,19,23,0
2017,3,20,0,0
2017,3,20,1,0
2017,3,20,2,0
2017,3,20,3,0
2017,3,20,4,0
2017,3,20,5,0.19
2017,3,20,6,3.7
2017,3,20,7,10.27
2017,3,20,8,18.73
2017,3,20,9,31.98
2017,3,20,10,41.73
2017,3,20,11,55.52
2017,3,20,12,54.29
2017,3,20,13,48.12
2017,3,20,14,37.29
2017,3,20,15,24.03
2017,3,20,16,10.39
2017,3,20,17,1.27
2017,3,20,18,0
2017,3,20,19,0
2017,3,20,20,0
2017,3,20,21,0
2017,3,20,22,0
2017,3,20,23,0
2017,3,21,0,0
2017,3,21,1,0
2017,3,21,2,0
2017,3,21,3,0
2017,3,21,4,0
2017,3,21,5,0.23
2017,3,21,6,5.23
2017,3,21,7,15.16
2017,3,21,8,27
2017,3,21,9,39.61
2017,3,21,10,50.28
2017,3,21,11,54.15
2017,3,21,12,52.91
2017,3,21,13,47.12
2017,3,21,14,37.63
2017,3,21,15,24.52
2017,3,21,16,10.6
2017,3,21,17,1.32
2017,3,21,18,0
2017,3,21,19,0
2017,3,21,20,0
2017,3,21,21,0
2017,3,21,22,0
2017,3,21,23,0
2017,3,22,0,0
2017,3,22,1,0
2017,3,22,2,0
2017,3,22,3,0
2017,3,22,4,0
2017,3,22,5,0.27
2017,3,22,6,3.67
2017,3,22,7,9.84
2017,3,22,8,16.16
2017,3,22,9,23.92
2017,3,22,10,30.33
2017,3,22,11,43.39
2017,3,22,12,45.9
2017,3,22,13,41.05
2017,3,22,14,35.13
2017,3,22,15,22.25
2017,3,22,16,10.04
2017,3,22,17,1.32
2017,3,22,18,0
2017,3,22,19,0
2017,3,22,20,0
2017,3,22,21,0
2017,3,22,22,0
2017,3,22,23,0
2017,3,23,0,0
2017,3,23,1,0
2017,3,23,2,0
2017,3,23,3,0
2017,3,23,4,0
2017,3,23,5,0.22
2017,3,23,6,5.87
2017,3,23,7,16.41
2017,3,23,8,28.26
2017,3,23,9,44.1
2017,3,23,10,53.15
2017,3,23,11,57.17
2017,3,23,12,54.3
2017,3,23,13,46.34
2017,3,23,14,34.03
2017,3,23,15,21.91
2017,3,23,16,10.02
2017,3,23,17,1.27
2017,3,23,18,0
2017,3,23,19,0
2017,3,23,20,0
2017,3,23,21,0
2017,3,23,22,0
2017,3,23,23,0
2017,3,24,0,0
2017,3,24,1,0
2017,3,24,2,0
2017,3,24,3,0
2017,3,24,4,0
2017,3,24,5,0.22
2017,3,24,6,2.41
2017,3,24,7,5.98
2017,3,24,8,10.92
2017,3,24,9,23.21
2017,3,24,10,42.29
2017,3,24,11,49.78
2017,3,24,12,51.57
2017,3,24,13,44.88
2017,3,24,14,38.78
2017,3,24,15,25.26
2017,3,24,16,11.12
2017,3,24,17,1.46
2017,3,24,18,0
2017,3,24,19,0
2017,3,24,20,0
2017,3,24,21,0
2017,3,24,22,0
2017,3,24,23,0
2017,3,25,0,0
2017,3,25,1,0
2017,3,25,2,0
2017,3,25,3,0
2017,3,25,4,0
2017,3,25,5,0.4
2017,3,25,6,7.42
2017,3,25,7,21.06
2017,3,25,8,35.51
2017,3,25,9,47.46
2017,3,25,10,55.59
2017,3,25,11,58.77
2017,3,25,12,57.12
2017,3,25,13,50.59
2017,3,25,14,39.84
2017,3,25,15,26.11
2017,3,25,16,11.63
2017,3,25,17,1.55
2017,3,25,18,0
2017,3,25,19,0
2017,3,25,20,0
2017,3,25,21,0
2017,3,25,22,0
2017,3,25,23,0
2017,3,26,0,0
2017,3,26,1,0
2017,3,26,2,0
2017,3,26,3,0
2017,3,26,4,0
2017,3,26,5,0.3
2017,3,26,6,6.73
2017,3,26,7,18.06
2017,3,26,8,32.32
2017,3,26,9,44.09
2017,3,26,10,51.74
2017,3,26,11,55.82
2017,3,26,12,54.01
2017,3,26,13,47.75
2017,3,26,14,37.26
2017,3,26,15,24.02
2017,3,26,16,10.03
2017,3,26,17,1.41
2017,3,26,18,0
2017,3,26,19,0
2017,3,26,20,0
2017,3,26,21,0
2017,3,26,22,0
2017,3,26,23,0
2017,3,27,0,0
2017,3,27,1,0
2017,3,27,2,0
2017,3,27,3,0
2017,3,27,4,0
2017,3,27,5,0.34
2017,3,27,6,5.37
2017,3,27,7,13.53
2017,3,27,8,22.7
2017,3,27,9,29.45
2017,3,27,10,37.5
2017,3,27,11,42.81
2017,3,27,12,45.29
2017,3,27,13,42.21
2017,3,27,14,32.78
2017,3,27,15,20.7
2017,3,27,16,9.27
2017,3,27,17,1.35
2017,3,27,18,0
2017,3,27,19,0
2017,3,27,20,0
2017,3,27,21,0
2017,3,27,22,0
2017,3,27,23,0
2017,3,28,0,0
2017,3,28,1,0
2017,3,28,2,0
2017,3,28,3,0
2017,3,28,4,0
2017,3,28,5,0.23
2017,3,28,6,2.83
2017,3,28,7,8.02
2017,3,28,8,13.63
2017,3,28,9,22.7
2017,3,28,10,27.34
2017,3,28,11,34.42
2017,3,28,12,31.7
2017,3,28,13,31.89
2017,3,28,14,26.23
2017,3,28,15,16.7
2017,3,28,16,7.61
2017,3,28,17,1.37
2017,3,28,18,0
2017,3,28,19,0
2017,3,28,20,0
2017,3,28,21,0
2017,3,28,22,0
2017,3,28,23,0
2017,3,29,0,0
2017,3,29,1,0
2017,3,29,2,0
2017,3,29,3,0
2017,3,29,4,0
2017,3,29,5,0.51
2017,3,29,6,7.72
2017,3,29,7,20.27
2017,3,29,8,34.55
2017,3,29,9,47.04
2017,3,29,10,55.95
2017,3,29,11,58.95
2017,3,29,12,57.29
2017,3,29,13,50.76
2017,3,29,14,39.84
2017,3,29,15,26.12
2017,3,29,16,11.72
2017,3,29,17,1.71
2017,3,29,18,0
2017,3,29,19,0
2017,3,29,20,0
2017,3,29,21,0
2017,3,29,22,0
2017,3,29,23,0
2017,3,30,0,0
2017,3,30,1,0
2017,3,30,2,0
2017,3,30,3,0
2017,3,30,4,0
2017,3,30,5,0.62
2017,3,30,6,8.34
2017,3,30,7,22.18
2017,3,30,8,36.62
2017,3,30,9,48.59
2017,3,30,10,56.7
2017,3,30,11,60.01
2017,3,30,12,58.27
2017,3,30,13,51.62
2017,3,30,14,40.8
2017,3,30,15,27
2017,3,30,16,12.29
2017,3,30,17,1.8
2017,3,30,18,0
2017,3,30,19,0
2017,3,30,20,0
2017,3,30,21,0
2017,3,30,22,0
2017,3,30,23,0
2017,3,31,0,0
2017,3,31,1,0
2017,3,31,2,0
2017,3,31,3,0
2017,3,31,4,0
2017,3,31,5,0.01
2017,3,31,6,6.82
2017,3,31,7,18.09
2017,3,31,8,27.9
2017,3,31,9,47.78
2017,3,31,10,55.55
2017,3,31,11,59.4
2017,3,31,12,57.35
2017,3,31,13,50.48
2017,3,31,14,39.46
2017,3,31,15,25.66
2017,3,31,16,11.52
2017,3,31,17,1.73
2017,3,31,18,0
2017,3,31,19,0
2017,3,31,20,0
2017,3,31,21,0
2017,3,31,22,0
2017,3,31,23,0
2017,4,1,0,0
2017,4,1,1,0
2017,4,1,2,0
2017,4,1,3,0
2017,4,1,4,0
2017,4,1,5,0.4
2017,4,1,6,2.65
2017,4,1,7,5.32
2017,4,1,8,11.42
2017,4,1,9,22.15
2017,4,1,10,31.82
2017,4,1,11,36.79
2017,4,1,12,39.66
2017,4,1,13,34.8
2017,4,1,14,28.73
2017,4,1,15,15.81
2017,4,1,16,7.09
2017,4,1,17,1.52
2017,4,1,18,0
2017,4,1,19,0
2017,4,1,20,0
2017,4,1,21,0
2017,4,1,22,0
2017,4,1,23,0
2017,4,2,0,0
2017,4,2,1,0
2017,4,2,2,0
2017,4,2,3,0
2017,4,2,4,0
2017,4,2,5,0.16
2017,4,2,6,0.66
2017,4,2,7,1.52
2017,4,2,8,10.72
2017,4,2,9,40.3
2017,4,2,10,55.13
2017,4,2,11,57.72
2017,4,2,12,54.73
2017,4,2,13,49.55
2017,4,2,14,39.06
2017,4,2,15,25.62
2017,4,2,16,11.72
2017,4,2,17,1.71
2017,4,2,18,0
2017,4,2,19,0
2017,4,2,20,0
2017,4,2,21,0
2017,4,2,22,0
2017,4,2,23,0
2017,4,3,0,0
2017,4,3,1,0
2017,4,3,2,0
2017,4,3,3,0
2017,4,3,4,0
2017,4,3,5,0.8
2017,4,3,6,8.81
2017,4,3,7,22.36
2017,4,3,8,36.45
2017,4,3,9,48.12
2017,4,3,10,56
2017,4,3,11,59.78
2017,4,3,12,57.84
2017,4,3,13,51.29
2017,4,3,14,40.44
2017,4,3,15,26.72
2017,4,3,16,12.31
2017,4,3,17,1.95
2017,4,3,18,0
2017,4,3,19,0
2017,4,3,20,0
2017,4,3,21,0
2017,4,3,22,0
2017,4,3,23,0
2017,4,4,0,0
2017,4,4,1,0
2017,4,4,2,0
2017,4,4,3,0
2017,4,4,4,0
2017,4,4,5,0.85
2017,4,4,6,8.55
2017,4,4,7,21.26
2017,4,4,8,35.16
2017,4,4,9,47.16
2017,4,4,10,55.29
2017,4,4,11,59
2017,4,4,12,57.34
2017,4,4,13,50.81
2017,4,4,14,40.13
2017,4,4,15,26.71
2017,4,4,16,12.45
2017,4,4,17,2.03
2017,4,4,18,0
2017,4,4,19,0
2017,4,4,20,0
2017,4,4,21,0
2017,4,4,22,0
2017,4,4,23,0
2017,4,5,0,0
2017,4,5,1,0
2017,4,5,2,0
2017,4,5,3,0
2017,4,5,4,0
2017,4,5,5,0.98
2017,4,5,6,9.8
2017,4,5,7,24.18
2017,4,5,8,38.59
2017,4,5,9,50.39
2017,4,5,10,58.23
2017,4,5,11,61.16
2017,4,5,12,59.2
2017,4,5,13,52.4
2017,4,5,14,41.51
2017,4,5,15,27.71
2017,4,5,16,12.93
2017,4,5,17,2.13
2017,4,5,18,0
2017,4,5,19,0
2017,4,5,20,0
2017,4,5,21,0
2017,4,5,22,0
2017,4,5,23,0
2017,4,6,0,0
2017,4,6,1,0
2017,4,6,2,0
2017,4,6,3,0
2017,4,6,4,0
2017,4,6,5,1.07
2017,4,6,6,10.16
2017,4,6,7,24.45
2017,4,6,8,38.3
2017,4,6,9,49.59
2017,4,6,10,56.45
2017,4,6,11,57.41
2017,4,6,12,54.5
2017,4,6,13,43.39
2017,4,6,14,36.3
2017,4,6,15,24.2
2017,4,6,16,10.96
2017,4,6,17,1.78
2017,4,6,18,0
2017,4,6,19,0
2017,4,6,20,0
2017,4,6,21,0
2017,4,6,22,0
2017,4,6,23,0
2017,4,7,0,0
2017,4,7,1,0
2017,4,7,2,0
2017,4,7,3,0
2017,4,7,4,0
2017,4,7,5,0.99
2017,4,7,6,9.66
2017,4,7,7,23.45
2017,4,7,8,37.48
2017,4,7,9,49.06
2017,4,7,10,56.82
2017,4,7,11,59.7
2017,4,7,12,57.73
2017,4,7,13,50.96
2017,4,7,14,39.9
2017,4,7,15,26.4
2017,4,7,16,12.29
2017,4,7,17,2.13
2017,4,7,18,0
2017,4,7,19,0
2017,4,7,20,0
2017,4,7,21,0
2017,4,7,22,0
2017,4,7,23,0
